"monatszahl","auspraegung","jahr","monat","wert"
"Verkehrsunfälle","mit Personenschäden",2024,1,253
"Verkehrsunfälle","mit Personenschäden",2024,2,281
"Verkehrsunfälle","mit Personenschäden",2024,3,359
"Verkehrsunfälle","mit Personenschäden",2024,4,504
"Verkehrsunfälle","mit Personenschäden",2024,5,514
"Verkehrsunfälle","mit Personenschäden",2024,6,565
"Verkehrsunfälle","mit Personenschäden",2024,7,671
"Verkehrsunfälle","mit Personenschäden",2024,8,522
"Verkehrsunfälle","mit Personenschäden",2024,9,509
"Verkehrsunfälle","mit Personenschäden",2024,10,469
"Verkehrsunfälle","mit Personenschäden",2024,11,333
"Verkehrsunfälle","mit Personenschäden",2024,12,290
"Verkehrsunfälle","mit Personenschäden",2023,1,260
"Verkehrsunfälle","mit Personenschäden",2023,2,279
"Verkehrsunfälle","mit Personenschäden",2023,3,412
"Verkehrsunfälle","mit Personenschäden",2023,4,310
"Verkehrsunfälle","mit Personenschäden",2023,5,487
"Verkehrsunfälle","mit Personenschäden",2023,6,650
"Verkehrsunfälle","mit Personenschäden",2023,7,641
"Verkehrsunfälle","mit Personenschäden",2023,8,407
"Verkehrsunfälle","mit Personenschäden",2023,9,608
"Verkehrsunfälle","mit Personenschäden",2023,10,580
"Verkehrsunfälle","mit Personenschäden",2023,11,422
"Verkehrsunfälle","mit Personenschäden",2023,12,254
"Verkehrsunfälle","mit Personenschäden",2022,1,252
"Verkehrsunfälle","mit Personenschäden",2022,2,253
"Verkehrsunfälle","mit Personenschäden",2022,3,414
"Verkehrsunfälle","mit Personenschäden",2022,4,353
"Verkehrsunfälle","mit Personenschäden",2022,5,611
"Verkehrsunfälle","mit Personenschäden",2022,6,545
"Verkehrsunfälle","mit Personenschäden",2022,7,640
"Verkehrsunfälle","mit Personenschäden",2022,8,506
"Verkehrsunfälle","mit Personenschäden",2022,9,520
"Verkehrsunfälle","mit Personenschäden",2022,10,478
"Verkehrsunfälle","mit Personenschäden",2022,11,432
"Verkehrsunfälle","mit Personenschäden",2022,12,309
"Verkehrsunfälle","mit Personenschäden",2021,1,157
"Verkehrsunfälle","mit Personenschäden",2021,2,219
"Verkehrsunfälle","mit Personenschäden",2021,3,290
"Verkehrsunfälle","mit Personenschäden",2021,4,330
"Verkehrsunfälle","mit Personenschäden",2021,5,369
"Verkehrsunfälle","mit Personenschäden",2021,6,643
"Verkehrsunfälle","mit Personenschäden",2021,7,624
"Verkehrsunfälle","mit Personenschäden",2021,8,449
"Verkehrsunfälle","mit Personenschäden",2021,9,594
"Verkehrsunfälle","mit Personenschäden",2021,10,491
"Verkehrsunfälle","mit Personenschäden",2021,11,368
"Verkehrsunfälle","mit Personenschäden",2021,12,280
"Verkehrsunfälle","mit Personenschäden",2020,1,301
"Verkehrsunfälle","mit Personenschäden",2020,2,306
"Verkehrsunfälle","mit Personenschäden",2020,3,270
"Verkehrsunfälle","mit Personenschäden",2020,4,314
"Verkehrsunfälle","mit Personenschäden",2020,5,416
"Verkehrsunfälle","mit Personenschäden",2020,6,496
"Verkehrsunfälle","mit Personenschäden",2020,7,717
"Verkehrsunfälle","mit Personenschäden",2020,8,487
"Verkehrsunfälle","mit Personenschäden",2020,9,555
"Verkehrsunfälle","mit Personenschäden",2020,10,489
"Verkehrsunfälle","mit Personenschäden",2020,11,297
"Verkehrsunfälle","mit Personenschäden",2020,12,270
"Verkehrsunfälle","mit Personenschäden",2019,1,243
"Verkehrsunfälle","mit Personenschäden",2019,2,289
"Verkehrsunfälle","mit Personenschäden",2019,3,369
"Verkehrsunfälle","mit Personenschäden",2019,4,426
"Verkehrsunfälle","mit Personenschäden",2019,5,416
"Verkehrsunfälle","mit Personenschäden",2019,6,615
"Verkehrsunfälle","mit Personenschäden",2019,7,762
"Verkehrsunfälle","mit Personenschäden",2019,8,451
"Verkehrsunfälle","mit Personenschäden",2019,9,533
"Verkehrsunfälle","mit Personenschäden",2019,10,500
"Verkehrsunfälle","mit Personenschäden",2019,11,383
"Verkehrsunfälle","mit Personenschäden",2019,12,326
"Verkehrsunfälle","mit Personenschäden",2018,1,290
"Verkehrsunfälle","mit Personenschäden",2018,2,265
"Verkehrsunfälle","mit Personenschäden",2018,3,331
"Verkehrsunfälle","mit Personenschäden",2018,4,519
"Verkehrsunfälle","mit Personenschäden",2018,5,528
"Verkehrsunfälle","mit Personenschäden",2018,6,622
"Verkehrsunfälle","mit Personenschäden",2018,7,714
"Verkehrsunfälle","mit Personenschäden",2018,8,456
"Verkehrsunfälle","mit Personenschäden",2018,9,528
"Verkehrsunfälle","mit Personenschäden",2018,10,529
"Verkehrsunfälle","mit Personenschäden",2018,11,407
"Verkehrsunfälle","mit Personenschäden",2018,12,282
"Verkehrsunfälle","mit Personenschäden",2017,1,242
"Verkehrsunfälle","mit Personenschäden",2017,2,277
"Verkehrsunfälle","mit Personenschäden",2017,3,407
"Verkehrsunfälle","mit Personenschäden",2017,4,365
"Verkehrsunfälle","mit Personenschäden",2017,5,545
"Verkehrsunfälle","mit Personenschäden",2017,6,568
"Verkehrsunfälle","mit Personenschäden",2017,7,611
"Verkehrsunfälle","mit Personenschäden",2017,8,447
"Verkehrsunfälle","mit Personenschäden",2017,9,430
"Verkehrsunfälle","mit Personenschäden",2017,10,490
"Verkehrsunfälle","mit Personenschäden",2017,11,373
"Verkehrsunfälle","mit Personenschäden",2017,12,307
"Verkehrsunfälle","mit Personenschäden",2016,1,298
"Verkehrsunfälle","mit Personenschäden",2016,2,305
"Verkehrsunfälle","mit Personenschäden",2016,3,299
"Verkehrsunfälle","mit Personenschäden",2016,4,447
"Verkehrsunfälle","mit Personenschäden",2016,5,502
"Verkehrsunfälle","mit Personenschäden",2016,6,592
"Verkehrsunfälle","mit Personenschäden",2016,7,623
"Verkehrsunfälle","mit Personenschäden",2016,8,469
"Verkehrsunfälle","mit Personenschäden",2016,9,627
"Verkehrsunfälle","mit Personenschäden",2016,10,448
"Verkehrsunfälle","mit Personenschäden",2016,11,402
"Verkehrsunfälle","mit Personenschäden",2016,12,317
"Verkehrsunfälle","mit Personenschäden",2015,1,263
"Verkehrsunfälle","mit Personenschäden",2015,2,262
"Verkehrsunfälle","mit Personenschäden",2015,3,376
"Verkehrsunfälle","mit Personenschäden",2015,4,495
"Verkehrsunfälle","mit Personenschäden",2015,5,487
"Verkehrsunfälle","mit Personenschäden",2015,6,560
"Verkehrsunfälle","mit Personenschäden",2015,7,708
"Verkehrsunfälle","mit Personenschäden",2015,8,481
"Verkehrsunfälle","mit Personenschäden",2015,9,509
"Verkehrsunfälle","mit Personenschäden",2015,10,475
"Verkehrsunfälle","mit Personenschäden",2015,11,430
"Verkehrsunfälle","mit Personenschäden",2015,12,384
"Verkehrsunfälle","mit Personenschäden",2014,1,324
"Verkehrsunfälle","mit Personenschäden",2014,2,309
"Verkehrsunfälle","mit Personenschäden",2014,3,460
"Verkehrsunfälle","mit Personenschäden",2014,4,455
"Verkehrsunfälle","mit Personenschäden",2014,5,536
"Verkehrsunfälle","mit Personenschäden",2014,6,558
"Verkehrsunfälle","mit Personenschäden",2014,7,654
"Verkehrsunfälle","mit Personenschäden",2014,8,432
"Verkehrsunfälle","mit Personenschäden",2014,9,534
"Verkehrsunfälle","mit Personenschäden",2014,10,529
"Verkehrsunfälle","mit Personenschäden",2014,11,401
"Verkehrsunfälle","mit Personenschäden",2014,12,331
"Verkehrsunfälle","mit Personenschäden",2013,1,254
"Verkehrsunfälle","mit Personenschäden",2013,2,263
"Verkehrsunfälle","mit Personenschäden",2013,3,284
"Verkehrsunfälle","mit Personenschäden",2013,4,440
"Verkehrsunfälle","mit Personenschäden",2013,5,454
"Verkehrsunfälle","mit Personenschäden",2013,6,580
"Verkehrsunfälle","mit Personenschäden",2013,7,812
"Verkehrsunfälle","mit Personenschäden",2013,8,514
"Verkehrsunfälle","mit Personenschäden",2013,9,531
"Verkehrsunfälle","mit Personenschäden",2013,10,510
"Verkehrsunfälle","mit Personenschäden",2013,11,388
"Verkehrsunfälle","mit Personenschäden",2013,12,356
"Verkehrsunfälle","mit Personenschäden",2012,1,273
"Verkehrsunfälle","mit Personenschäden",2012,2,233
"Verkehrsunfälle","mit Personenschäden",2012,3,424
"Verkehrsunfälle","mit Personenschäden",2012,4,394
"Verkehrsunfälle","mit Personenschäden",2012,5,596
"Verkehrsunfälle","mit Personenschäden",2012,6,577
"Verkehrsunfälle","mit Personenschäden",2012,7,632
"Verkehrsunfälle","mit Personenschäden",2012,8,545
"Verkehrsunfälle","mit Personenschäden",2012,9,532
"Verkehrsunfälle","mit Personenschäden",2012,10,477
"Verkehrsunfälle","mit Personenschäden",2012,11,394
"Verkehrsunfälle","mit Personenschäden",2012,12,248
"Verkehrsunfälle","mit Personenschäden",2011,1,255
"Verkehrsunfälle","mit Personenschäden",2011,2,264
"Verkehrsunfälle","mit Personenschäden",2011,3,373
"Verkehrsunfälle","mit Personenschäden",2011,4,505
"Verkehrsunfälle","mit Personenschäden",2011,5,636
"Verkehrsunfälle","mit Personenschäden",2011,6,399
"Verkehrsunfälle","mit Personenschäden",2011,7,532
"Verkehrsunfälle","mit Personenschäden",2011,8,402
"Verkehrsunfälle","mit Personenschäden",2011,9,441
"Verkehrsunfälle","mit Personenschäden",2011,10,393
"Verkehrsunfälle","mit Personenschäden",2011,11,359
"Verkehrsunfälle","mit Personenschäden",2011,12,315
"Verkehrsunfälle","mit Personenschäden",2010,1,147
"Verkehrsunfälle","mit Personenschäden",2010,2,200
"Verkehrsunfälle","mit Personenschäden",2010,3,291
"Verkehrsunfälle","mit Personenschäden",2010,4,377
"Verkehrsunfälle","mit Personenschäden",2010,5,320
"Verkehrsunfälle","mit Personenschäden",2010,6,440
"Verkehrsunfälle","mit Personenschäden",2010,7,619
"Verkehrsunfälle","mit Personenschäden",2010,8,416
"Verkehrsunfälle","mit Personenschäden",2010,9,456
"Verkehrsunfälle","mit Personenschäden",2010,10,432
"Verkehrsunfälle","mit Personenschäden",2010,11,319
"Verkehrsunfälle","mit Personenschäden",2010,12,223
"Verkehrsunfälle","mit Personenschäden",2009,1,184
"Verkehrsunfälle","mit Personenschäden",2009,2,273
"Verkehrsunfälle","mit Personenschäden",2009,3,202
"Verkehrsunfälle","mit Personenschäden",2009,4,357
"Verkehrsunfälle","mit Personenschäden",2009,5,454
"Verkehrsunfälle","mit Personenschäden",2009,6,371
"Verkehrsunfälle","mit Personenschäden",2009,7,476
"Verkehrsunfälle","mit Personenschäden",2009,8,376
"Verkehrsunfälle","mit Personenschäden",2009,9,388
"Verkehrsunfälle","mit Personenschäden",2009,10,360
"Verkehrsunfälle","mit Personenschäden",2009,11,312
"Verkehrsunfälle","mit Personenschäden",2009,12,312
"Verkehrsunfälle","mit Personenschäden",2008,1,260
"Verkehrsunfälle","mit Personenschäden",2008,2,279
"Verkehrsunfälle","mit Personenschäden",2008,3,210
"Verkehrsunfälle","mit Personenschäden",2008,4,315
"Verkehrsunfälle","mit Personenschäden",2008,5,445
"Verkehrsunfälle","mit Personenschäden",2008,6,424
"Verkehrsunfälle","mit Personenschäden",2008,7,459
"Verkehrsunfälle","mit Personenschäden",2008,8,402
"Verkehrsunfälle","mit Personenschäden",2008,9,360
"Verkehrsunfälle","mit Personenschäden",2008,10,373
"Verkehrsunfälle","mit Personenschäden",2008,11,281
"Verkehrsunfälle","mit Personenschäden",2008,12,230
"Verkehrsunfälle","mit Personenschäden",2007,1,218
"Verkehrsunfälle","mit Personenschäden",2007,2,217
"Verkehrsunfälle","mit Personenschäden",2007,3,293
"Verkehrsunfälle","mit Personenschäden",2007,4,396
"Verkehrsunfälle","mit Personenschäden",2007,5,482
"Verkehrsunfälle","mit Personenschäden",2007,6,444
"Verkehrsunfälle","mit Personenschäden",2007,7,435
"Verkehrsunfälle","mit Personenschäden",2007,8,344
"Verkehrsunfälle","mit Personenschäden",2007,9,385
"Verkehrsunfälle","mit Personenschäden",2007,10,405
"Verkehrsunfälle","mit Personenschäden",2007,11,324
"Verkehrsunfälle","mit Personenschäden",2007,12,333
"Verkehrsunfälle","mit Personenschäden",2006,1,291
"Verkehrsunfälle","mit Personenschäden",2006,2,237
"Verkehrsunfälle","mit Personenschäden",2006,3,275
"Verkehrsunfälle","mit Personenschäden",2006,4,301
"Verkehrsunfälle","mit Personenschäden",2006,5,471
"Verkehrsunfälle","mit Personenschäden",2006,6,406
"Verkehrsunfälle","mit Personenschäden",2006,7,671
"Verkehrsunfälle","mit Personenschäden",2006,8,422
"Verkehrsunfälle","mit Personenschäden",2006,9,407
"Verkehrsunfälle","mit Personenschäden",2006,10,500
"Verkehrsunfälle","mit Personenschäden",2006,11,384
"Verkehrsunfälle","mit Personenschäden",2006,12,386
"Verkehrsunfälle","mit Personenschäden",2005,1,244
"Verkehrsunfälle","mit Personenschäden",2005,2,229
"Verkehrsunfälle","mit Personenschäden",2005,3,299
"Verkehrsunfälle","mit Personenschäden",2005,4,422
"Verkehrsunfälle","mit Personenschäden",2005,5,521
"Verkehrsunfälle","mit Personenschäden",2005,6,627
"Verkehrsunfälle","mit Personenschäden",2005,7,558
"Verkehrsunfälle","mit Personenschäden",2005,8,462
"Verkehrsunfälle","mit Personenschäden",2005,9,678
"Verkehrsunfälle","mit Personenschäden",2005,10,451
"Verkehrsunfälle","mit Personenschäden",2005,11,496
"Verkehrsunfälle","mit Personenschäden",2005,12,487
"Verkehrsunfälle","mit Personenschäden",2004,1,286
"Verkehrsunfälle","mit Personenschäden",2004,2,240
"Verkehrsunfälle","mit Personenschäden",2004,3,321
"Verkehrsunfälle","mit Personenschäden",2004,4,388
"Verkehrsunfälle","mit Personenschäden",2004,5,476
"Verkehrsunfälle","mit Personenschäden",2004,6,491
"Verkehrsunfälle","mit Personenschäden",2004,7,646
"Verkehrsunfälle","mit Personenschäden",2004,8,584
"Verkehrsunfälle","mit Personenschäden",2004,9,541
"Verkehrsunfälle","mit Personenschäden",2004,10,465
"Verkehrsunfälle","mit Personenschäden",2004,11,360
"Verkehrsunfälle","mit Personenschäden",2004,12,416
"Verkehrsunfälle","mit Personenschäden",2003,1,282
"Verkehrsunfälle","mit Personenschäden",2003,2,232
"Verkehrsunfälle","mit Personenschäden",2003,3,374
"Verkehrsunfälle","mit Personenschäden",2003,4,429
"Verkehrsunfälle","mit Personenschäden",2003,5,510
"Verkehrsunfälle","mit Personenschäden",2003,6,566
"Verkehrsunfälle","mit Personenschäden",2003,7,538
"Verkehrsunfälle","mit Personenschäden",2003,8,461
"Verkehrsunfälle","mit Personenschäden",2003,9,452
"Verkehrsunfälle","mit Personenschäden",2003,10,466
"Verkehrsunfälle","mit Personenschäden",2003,11,359
"Verkehrsunfälle","mit Personenschäden",2003,12,383
"Verkehrsunfälle","mit Personenschäden",2002,1,328
"Verkehrsunfälle","mit Personenschäden",2002,2,316
"Verkehrsunfälle","mit Personenschäden",2002,3,414
"Verkehrsunfälle","mit Personenschäden",2002,4,432
"Verkehrsunfälle","mit Personenschäden",2002,5,537
"Verkehrsunfälle","mit Personenschäden",2002,6,675
"Verkehrsunfälle","mit Personenschäden",2002,7,711
"Verkehrsunfälle","mit Personenschäden",2002,8,479
"Verkehrsunfälle","mit Personenschäden",2002,9,509
"Verkehrsunfälle","mit Personenschäden",2002,10,467
"Verkehrsunfälle","mit Personenschäden",2002,11,448
"Verkehrsunfälle","mit Personenschäden",2002,12,304
"Verkehrsunfälle","mit Personenschäden",2001,1,354
"Verkehrsunfälle","mit Personenschäden",2001,2,343
"Verkehrsunfälle","mit Personenschäden",2001,3,426
"Verkehrsunfälle","mit Personenschäden",2001,4,454
"Verkehrsunfälle","mit Personenschäden",2001,5,655
"Verkehrsunfälle","mit Personenschäden",2001,6,560
"Verkehrsunfälle","mit Personenschäden",2001,7,755
"Verkehrsunfälle","mit Personenschäden",2001,8,510
"Verkehrsunfälle","mit Personenschäden",2001,9,497
"Verkehrsunfälle","mit Personenschäden",2001,10,581
"Verkehrsunfälle","mit Personenschäden",2001,11,436
"Verkehrsunfälle","mit Personenschäden",2001,12,377
"Verkehrsunfälle","mit Personenschäden",2000,1,321
"Verkehrsunfälle","mit Personenschäden",2000,2,329
"Verkehrsunfälle","mit Personenschäden",2000,3,414
"Verkehrsunfälle","mit Personenschäden",2000,4,441
"Verkehrsunfälle","mit Personenschäden",2000,5,568
"Verkehrsunfälle","mit Personenschäden",2000,6,555
"Verkehrsunfälle","mit Personenschäden",2000,7,610
"Verkehrsunfälle","mit Personenschäden",2000,8,525
"Verkehrsunfälle","mit Personenschäden",2000,9,557
"Verkehrsunfälle","mit Personenschäden",2000,10,493
"Verkehrsunfälle","mit Personenschäden",2000,11,461
"Verkehrsunfälle","mit Personenschäden",2000,12,403
"Verkehrsunfälle","Verletzte und Getötete",2025,1,311
"Verkehrsunfälle","Verletzte und Getötete",2025,2,342
"Verkehrsunfälle","Verletzte und Getötete",2025,3,434
"Verkehrsunfälle","Verletzte und Getötete",2025,4,567
"Verkehrsunfälle","Verletzte und Getötete",2025,5,679
"Verkehrsunfälle","Verletzte und Getötete",2025,6,678
"Verkehrsunfälle","Verletzte und Getötete",2025,7,804
"Verkehrsunfälle","Verletzte und Getötete",2025,8,581
"Verkehrsunfälle","Verletzte und Getötete",2025,9,632
"Verkehrsunfälle","Verletzte und Getötete",2025,10,604
"Verkehrsunfälle","Verletzte und Getötete",2025,11,494
"Verkehrsunfälle","Verletzte und Getötete",2025,12,347
"Verkehrsunfälle","Verletzte und Getötete",2024,1,295
"Verkehrsunfälle","Verletzte und Getötete",2024,2,323
"Verkehrsunfälle","Verletzte und Getötete",2024,3,420
"Verkehrsunfälle","Verletzte und Getötete",2024,4,610
"Verkehrsunfälle","Verletzte und Getötete",2024,5,619
"Verkehrsunfälle","Verletzte und Getötete",2024,6,673
"Verkehrsunfälle","Verletzte und Getötete",2024,7,785
"Verkehrsunfälle","Verletzte und Getötete",2024,8,648
"Verkehrsunfälle","Verletzte und Getötete",2024,9,596
"Verkehrsunfälle","Verletzte und Getötete",2024,10,569
"Verkehrsunfälle","Verletzte und Getötete",2024,11,393
"Verkehrsunfälle","Verletzte und Getötete",2024,12,340
"Verkehrsunfälle","Verletzte und Getötete",2023,1,312
"Verkehrsunfälle","Verletzte und Getötete",2023,2,331
"Verkehrsunfälle","Verletzte und Getötete",2023,3,473
"Verkehrsunfälle","Verletzte und Getötete",2023,4,364
"Verkehrsunfälle","Verletzte und Getötete",2023,5,555
"Verkehrsunfälle","Verletzte und Getötete",2023,6,755
"Verkehrsunfälle","Verletzte und Getötete",2023,7,770
"Verkehrsunfälle","Verletzte und Getötete",2023,8,474
"Verkehrsunfälle","Verletzte und Getötete",2023,9,700
"Verkehrsunfälle","Verletzte und Getötete",2023,10,669
"Verkehrsunfälle","Verletzte und Getötete",2023,11,490
"Verkehrsunfälle","Verletzte und Getötete",2023,12,306
"Verkehrsunfälle","Verletzte und Getötete",2022,1,294
"Verkehrsunfälle","Verletzte und Getötete",2022,2,305
"Verkehrsunfälle","Verletzte und Getötete",2022,3,478
"Verkehrsunfälle","Verletzte und Getötete",2022,4,400
"Verkehrsunfälle","Verletzte und Getötete",2022,5,723
"Verkehrsunfälle","Verletzte und Getötete",2022,6,629
"Verkehrsunfälle","Verletzte und Getötete",2022,7,742
"Verkehrsunfälle","Verletzte und Getötete",2022,8,586
"Verkehrsunfälle","Verletzte und Getötete",2022,9,604
"Verkehrsunfälle","Verletzte und Getötete",2022,10,566
"Verkehrsunfälle","Verletzte und Getötete",2022,11,491
"Verkehrsunfälle","Verletzte und Getötete",2022,12,381
"Verkehrsunfälle","Verletzte und Getötete",2021,1,177
"Verkehrsunfälle","Verletzte und Getötete",2021,2,249
"Verkehrsunfälle","Verletzte und Getötete",2021,3,338
"Verkehrsunfälle","Verletzte und Getötete",2021,4,386
"Verkehrsunfälle","Verletzte und Getötete",2021,5,402
"Verkehrsunfälle","Verletzte und Getötete",2021,6,737
"Verkehrsunfälle","Verletzte und Getötete",2021,7,724
"Verkehrsunfälle","Verletzte und Getötete",2021,8,533
"Verkehrsunfälle","Verletzte und Getötete",2021,9,680
"Verkehrsunfälle","Verletzte und Getötete",2021,10,561
"Verkehrsunfälle","Verletzte und Getötete",2021,11,430
"Verkehrsunfälle","Verletzte und Getötete",2021,12,334
"Verkehrsunfälle","Verletzte und Getötete",2020,1,360
"Verkehrsunfälle","Verletzte und Getötete",2020,2,355
"Verkehrsunfälle","Verletzte und Getötete",2020,3,334
"Verkehrsunfälle","Verletzte und Getötete",2020,4,363
"Verkehrsunfälle","Verletzte und Getötete",2020,5,464
"Verkehrsunfälle","Verletzte und Getötete",2020,6,585
"Verkehrsunfälle","Verletzte und Getötete",2020,7,821
"Verkehrsunfälle","Verletzte und Getötete",2020,8,563
"Verkehrsunfälle","Verletzte und Getötete",2020,9,634
"Verkehrsunfälle","Verletzte und Getötete",2020,10,566
"Verkehrsunfälle","Verletzte und Getötete",2020,11,348
"Verkehrsunfälle","Verletzte und Getötete",2020,12,311
"Verkehrsunfälle","Verletzte und Getötete",2019,1,297
"Verkehrsunfälle","Verletzte und Getötete",2019,2,345
"Verkehrsunfälle","Verletzte und Getötete",2019,3,427
"Verkehrsunfälle","Verletzte und Getötete",2019,4,515
"Verkehrsunfälle","Verletzte und Getötete",2019,5,484
"Verkehrsunfälle","Verletzte und Getötete",2019,6,710
"Verkehrsunfälle","Verletzte und Getötete",2019,7,898
"Verkehrsunfälle","Verletzte und Getötete",2019,8,532
"Verkehrsunfälle","Verletzte und Getötete",2019,9,609
"Verkehrsunfälle","Verletzte und Getötete",2019,10,591
"Verkehrsunfälle","Verletzte und Getötete",2019,11,453
"Verkehrsunfälle","Verletzte und Getötete",2019,12,378
"Verkehrsunfälle","Verletzte und Getötete",2018,1,350
"Verkehrsunfälle","Verletzte und Getötete",2018,2,328
"Verkehrsunfälle","Verletzte und Getötete",2018,3,383
"Verkehrsunfälle","Verletzte und Getötete",2018,4,619
"Verkehrsunfälle","Verletzte und Getötete",2018,5,640
"Verkehrsunfälle","Verletzte und Getötete",2018,6,732
"Verkehrsunfälle","Verletzte und Getötete",2018,7,852
"Verkehrsunfälle","Verletzte und Getötete",2018,8,529
"Verkehrsunfälle","Verletzte und Getötete",2018,9,645
"Verkehrsunfälle","Verletzte und Getötete",2018,10,616
"Verkehrsunfälle","Verletzte und Getötete",2018,11,485
"Verkehrsunfälle","Verletzte und Getötete",2018,12,348
"Verkehrsunfälle","Verletzte und Getötete",2017,1,307
"Verkehrsunfälle","Verletzte und Getötete",2017,2,334
"Verkehrsunfälle","Verletzte und Getötete",2017,3,486
"Verkehrsunfälle","Verletzte und Getötete",2017,4,439
"Verkehrsunfälle","Verletzte und Getötete",2017,5,631
"Verkehrsunfälle","Verletzte und Getötete",2017,6,668
"Verkehrsunfälle","Verletzte und Getötete",2017,7,752
"Verkehrsunfälle","Verletzte und Getötete",2017,8,504
"Verkehrsunfälle","Verletzte und Getötete",2017,9,546
"Verkehrsunfälle","Verletzte und Getötete",2017,10,572
"Verkehrsunfälle","Verletzte und Getötete",2017,11,443
"Verkehrsunfälle","Verletzte und Getötete",2017,12,376
"Verkehrsunfälle","Verletzte und Getötete",2016,1,380
"Verkehrsunfälle","Verletzte und Getötete",2016,2,351
"Verkehrsunfälle","Verletzte und Getötete",2016,3,370
"Verkehrsunfälle","Verletzte und Getötete",2016,4,545
"Verkehrsunfälle","Verletzte und Getötete",2016,5,602
"Verkehrsunfälle","Verletzte und Getötete",2016,6,691
"Verkehrsunfälle","Verletzte und Getötete",2016,7,742
"Verkehrsunfälle","Verletzte und Getötete",2016,8,540
"Verkehrsunfälle","Verletzte und Getötete",2016,9,759
"Verkehrsunfälle","Verletzte und Getötete",2016,10,559
"Verkehrsunfälle","Verletzte und Getötete",2016,11,489
"Verkehrsunfälle","Verletzte und Getötete",2016,12,381
"Verkehrsunfälle","Verletzte und Getötete",2015,1,334
"Verkehrsunfälle","Verletzte und Getötete",2015,2,321
"Verkehrsunfälle","Verletzte und Getötete",2015,3,471
"Verkehrsunfälle","Verletzte und Getötete",2015,4,598
"Verkehrsunfälle","Verletzte und Getötete",2015,5,604
"Verkehrsunfälle","Verletzte und Getötete",2015,6,673
"Verkehrsunfälle","Verletzte und Getötete",2015,7,809
"Verkehrsunfälle","Verletzte und Getötete",2015,8,546
"Verkehrsunfälle","Verletzte und Getötete",2015,9,614
"Verkehrsunfälle","Verletzte und Getötete",2015,10,569
"Verkehrsunfälle","Verletzte und Getötete",2015,11,506
"Verkehrsunfälle","Verletzte und Getötete",2015,12,479
"Verkehrsunfälle","Verletzte und Getötete",2014,1,412
"Verkehrsunfälle","Verletzte und Getötete",2014,2,372
"Verkehrsunfälle","Verletzte und Getötete",2014,3,559
"Verkehrsunfälle","Verletzte und Getötete",2014,4,549
"Verkehrsunfälle","Verletzte und Getötete",2014,5,671
"Verkehrsunfälle","Verletzte und Getötete",2014,6,656
"Verkehrsunfälle","Verletzte und Getötete",2014,7,783
"Verkehrsunfälle","Verletzte und Getötete",2014,8,517
"Verkehrsunfälle","Verletzte und Getötete",2014,9,620
"Verkehrsunfälle","Verletzte und Getötete",2014,10,652
"Verkehrsunfälle","Verletzte und Getötete",2014,11,464
"Verkehrsunfälle","Verletzte und Getötete",2014,12,413
"Verkehrsunfälle","Verletzte und Getötete",2013,1,320
"Verkehrsunfälle","Verletzte und Getötete",2013,2,326
"Verkehrsunfälle","Verletzte und Getötete",2013,3,350
"Verkehrsunfälle","Verletzte und Getötete",2013,4,523
"Verkehrsunfälle","Verletzte und Getötete",2013,5,530
"Verkehrsunfälle","Verletzte und Getötete",2013,6,734
"Verkehrsunfälle","Verletzte und Getötete",2013,7,976
"Verkehrsunfälle","Verletzte und Getötete",2013,8,645
"Verkehrsunfälle","Verletzte und Getötete",2013,9,617
"Verkehrsunfälle","Verletzte und Getötete",2013,10,595
"Verkehrsunfälle","Verletzte und Getötete",2013,11,483
"Verkehrsunfälle","Verletzte und Getötete",2013,12,423
"Verkehrsunfälle","Verletzte und Getötete",2012,1,338
"Verkehrsunfälle","Verletzte und Getötete",2012,2,290
"Verkehrsunfälle","Verletzte und Getötete",2012,3,526
"Verkehrsunfälle","Verletzte und Getötete",2012,4,485
"Verkehrsunfälle","Verletzte und Getötete",2012,5,719
"Verkehrsunfälle","Verletzte und Getötete",2012,6,681
"Verkehrsunfälle","Verletzte und Getötete",2012,7,730
"Verkehrsunfälle","Verletzte und Getötete",2012,8,635
"Verkehrsunfälle","Verletzte und Getötete",2012,9,632
"Verkehrsunfälle","Verletzte und Getötete",2012,10,580
"Verkehrsunfälle","Verletzte und Getötete",2012,11,471
"Verkehrsunfälle","Verletzte und Getötete",2012,12,317
"Verkehrsunfälle","Verletzte und Getötete",2011,1,328
"Verkehrsunfälle","Verletzte und Getötete",2011,2,343
"Verkehrsunfälle","Verletzte und Getötete",2011,3,425
"Verkehrsunfälle","Verletzte und Getötete",2011,4,604
"Verkehrsunfälle","Verletzte und Getötete",2011,5,765
"Verkehrsunfälle","Verletzte und Getötete",2011,6,472
"Verkehrsunfälle","Verletzte und Getötete",2011,7,637
"Verkehrsunfälle","Verletzte und Getötete",2011,8,487
"Verkehrsunfälle","Verletzte und Getötete",2011,9,519
"Verkehrsunfälle","Verletzte und Getötete",2011,10,481
"Verkehrsunfälle","Verletzte und Getötete",2011,11,438
"Verkehrsunfälle","Verletzte und Getötete",2011,12,370
"Verkehrsunfälle","Verletzte und Getötete",2010,1,192
"Verkehrsunfälle","Verletzte und Getötete",2010,2,247
"Verkehrsunfälle","Verletzte und Getötete",2010,3,341
"Verkehrsunfälle","Verletzte und Getötete",2010,4,216
"Verkehrsunfälle","Verletzte und Getötete",2010,5,389
